lag,epochs,batch_size,neurons,layers,split,mean_acc,min_acc,max_acc,diff_acc
14.0,10000.0,50.0,256.0,1.0,0.85,0.5242424242424242,0.4090909090909091,0.6363636363636364,0.22727272727272724
14.0,10000.0,80.0,256.0,1.0,0.85,0.509090909090909,0.3939393939393939,0.6363636363636364,0.24242424242424243
14.0,10000.0,5.0,256.0,2.0,0.85,0.503030303030303,0.42424242424242425,0.5757575757575758,0.15151515151515155
14.0,10000.0,20.0,256.0,2.0,0.85,0.49393939393939396,0.4393939393939394,0.5454545454545454,0.10606060606060602
14.0,10000.0,50.0,256.0,2.0,0.85,0.49696969696969695,0.4393939393939394,0.5606060606060606,0.12121212121212116
14.0,10000.0,80.0,256.0,2.0,0.85,0.49696969696969695,0.42424242424242425,0.6212121212121212,0.19696969696969696
14.0,10000.0,5.0,256.0,3.0,0.85,0.5060606060606061,0.42424242424242425,0.5606060606060606,0.1363636363636363
14.0,10000.0,20.0,256.0,3.0,0.85,0.49696969696969695,0.42424242424242425,0.5909090909090909,0.16666666666666669
14.0,10000.0,50.0,256.0,3.0,0.85,0.5,0.45454545454545453,0.5757575757575758,0.12121212121212127
14.0,10000.0,80.0,256.0,3.0,0.85,0.5151515151515151,0.4696969696969697,0.5606060606060606,0.09090909090909083
