lag,epochs,batch_size,neurons,layers,split,accuracy,f1-0,f1-1,f1-2,f1-3,f1-4,f1-5,f1-6,f1-7,f1-8,f1-9,diff_acc,max_acc,mean_acc,min_acc,total_f1
1,10000,5,256,3,0.85,,0,0,0,0,0.0975,0.593650391,0,0,0,0,0.117647059,0.514705882,0.432352941,0.397058824,0.691150391
1,10000,80,256,1,0.85,,0,0,0,0,0.099275839,0.589051707,0,0,0,0,0.161764706,0.514705882,0.429411765,0.352941176,0.688327546
1,10000,50,128,1,0.85,,0,0,0,0,0.152683296,0.534312227,0,0,0,0,0.058823529,0.426470588,0.408823529,0.367647059,0.686995523
1,10000,20,256,1,0.85,,0,0,0,0,0.107909605,0.576634052,0,0,0,0,0.132352941,0.485294118,0.417647059,0.352941176,0.684543657
1,10000,20,64,1,0.85,,0,0,0,0,0.109090909,0.57413832,0,0,0,0,0.132352941,0.5,0.423529412,0.367647059,0.683229229
1,10000,80,64,1,0.85,,0,0,0,0,0.092473118,0.59074983,0,0,0,0,0.147058824,0.514705882,0.429411765,0.367647059,0.683222948
1,10000,5,16,1,0.85,,0,0,0,0,0.090909091,0.591427878,0,0,0,0,0.147058824,0.514705882,0.429411765,0.367647059,0.682336969
1,10000,80,16,1,0.85,,0,0,0,0,0.082898551,0.598936363,0,0,0,0,0.117647059,0.5,0.435294118,0.382352941,0.681834913
1,10000,50,256,1,0.85,,0,0,0,0,0.148324646,0.53254848,0,0,0,0,0.058823529,0.426470588,0.402941176,0.367647059,0.680873126
1,10000,20,128,2,0.85,,0,0,0,0,0.095529412,0.585160511,0,0,0,0,0.132352941,0.485294118,0.423529412,0.352941176,0.680689922
1,10000,50,64,1,0.85,,0,0,0,0,0.152439024,0.524905422,0,0,0,0,0.058823529,0.426470588,0.405882353,0.367647059,0.677344446
1,10000,5,64,1,0.85,,0,0,0,0,0.078438031,0.59586402,0,0,0,0,0.161764706,0.514705882,0.432352941,0.352941176,0.674302051
1,10000,50,256,3,0.85,,0,0,0,0,0.158526316,0.515572089,0,0,0,0,0.073529412,0.426470588,0.397058824,0.352941176,0.674098405
3,10000,80,16,2,0.85,,0,0,0,0,0.087751464,0.586047725,0,0,0,0,0.088235294,0.470588235,0.414705882,0.382352941,0.673799189
1,10000,20,128,1,0.85,,0,0,0,0,0.104242424,0.569330192,0,0,0,0,0.147058824,0.5,0.417647059,0.352941176,0.673572616
1,10000,20,256,3,0.85,,0,0,0,0,0.11990172,0.552905057,0,0,0,0,0.058823529,0.426470588,0.402941176,0.367647059,0.672806777
1,10000,80,32,2,0.85,,0,0,0,0,0.08,0.590415024,0,0,0,0,0.088235294,0.485294118,0.432352941,0.397058824,0.670415024
1,10000,20,32,1,0.85,,0,0,0,0,0.097348485,0.57276375,0,0,0,0,0.117647059,0.485294118,0.420588235,0.367647059,0.670112235
3,10000,80,16,3,0.85,,0,0,0,0,0.068979592,0.600179689,0,0,0,0,0.073529412,0.470588235,0.423529412,0.397058824,0.669159281
3,10000,5,16,3,0.85,,0,0,0,0,0.062647263,0.6039688,0,0,0,0,0.073529412,0.470588235,0.423529412,0.397058824,0.666616062
1,10000,80,256,2,0.85,,0,0,0,0,0.078431373,0.586611511,0,0,0,0,0.132352941,0.485294118,0.423529412,0.352941176,0.665042884
1,10000,5,128,2,0.85,,0,0,0,0,0.079958098,0.585082134,0,0,0,0,0.132352941,0.5,0.423529412,0.367647059,0.665040232
1,10000,5,32,1,0.85,,0,0,0,0,0.074202899,0.590561789,0,0,0,0,0.132352941,0.5,0.426470588,0.367647059,0.664764687
1,10000,20,16,2,0.85,,0,0,0,0,0.064285714,0.596244485,0,0,0,0,0.117647059,0.514705882,0.432352941,0.397058824,0.660530199
1,10000,80,128,3,0.85,,0,0,0,0,0.059893048,0.600523572,0,0,0,0,0.073529412,0.470588235,0.432352941,0.397058824,0.66041662
1,10000,20,128,3,0.85,,0,0,0,0,0.064,0.594843216,0,0,0,0,0.147058824,0.5,0.426470588,0.352941176,0.658843216
1,10000,80,32,1,0.85,,0,0,0,0,0.066666667,0.589921664,0,0,0,0,0.102941176,0.485294118,0.426470588,0.382352941,0.65658833
1,10000,20,64,2,0.85,,0,0,0,0,0.077419355,0.578702139,0,0,0,0,0.117647059,0.485294118,0.420588235,0.367647059,0.656121494
1,10000,80,128,1,0.85,,0,0,0,0,0.068085106,0.587860215,0,0,0,0,0.117647059,0.485294118,0.423529412,0.367647059,0.655945321
1,10000,20,32,2,0.85,,0,0,0,0,0.082352941,0.57335591,0,0,0,0,0.117647059,0.5,0.423529412,0.382352941,0.655708851
1,10000,80,64,2,0.85,,0,0,0,0,0.058536585,0.594008678,0,0,0,0,0.102941176,0.485294118,0.429411765,0.382352941,0.652545263
1,10000,80,16,2,0.85,,0,0,0,0,0.041904762,0.609618197,0,0,0,0,0.117647059,0.514705882,0.444117647,0.397058824,0.651522959
1,10000,80,128,2,0.85,,0,0,0,0,0.062222222,0.587793049,0,0,0,0,0.117647059,0.485294118,0.423529412,0.367647059,0.650015271
1,10000,20,64,3,0.85,,0,0,0,0,0.06875,0.581108056,0,0,0,0,0.132352941,0.5,0.423529412,0.367647059,0.649858056
1,10000,50,32,1,0.85,,0,0,0,0,0.152213255,0.492744283,0,0,0,0,0.058823529,0.426470588,0.4,0.367647059,0.644957538
1,10000,80,32,3,0.85,,0,0,0,0,0.02962963,0.613781798,0,0,0,0,0.117647059,0.514705882,0.447058824,0.397058824,0.643411428
1,10000,5,16,2,0.85,,0,0,0,0,0.029177719,0.611224274,0,0,0,0,0.117647059,0.514705882,0.444117647,0.397058824,0.640401993
1,10000,20,16,1,0.85,,0,0,0,0,0.06557377,0.571751123,0,0,0,0,0.132352941,0.485294118,0.411764706,0.352941176,0.637324893
1,10000,5,64,3,0.85,,0,0,0,0,0.024242424,0.60727866,0,0,0,0,0.088235294,0.485294118,0.438235294,0.397058824,0.631521084
1,10000,5,64,2,0.85,,0,0,0,0,0.027126437,0.603630182,0,0,0,0,0.117647059,0.5,0.432352941,0.382352941,0.630756619
1,10000,5,32,2,0.85,,0,0,0,0,0.04,0.589545513,0,0,0,0,0.117647059,0.485294118,0.420588235,0.367647059,0.629545513
1,10000,5,32,3,0.85,,0,0,0,0,0.013333333,0.615512934,0,0,0,0,0.117647059,0.514705882,0.447058824,0.397058824,0.628846267
1,10000,80,64,3,0.85,,0,0,0,0,0.013333333,0.612765459,0,0,0,0,0.117647059,0.514705882,0.444117647,0.397058824,0.626098792
1,10000,5,128,3,0.85,,0,0,0,0,0.015384615,0.609816513,0,0,0,0,0.088235294,0.485294118,0.438235294,0.397058824,0.625201128
1,10000,50,16,1,0.85,,0,0,0,0,0.138095238,0.484735387,0,0,0,0,0.073529412,0.426470588,0.397058824,0.352941176,0.622830625
14,10000,80,16,3,0.85,,0,0,0,0,0,0.61884654,0,0,0,0,0.075757576,0.484848485,0.448484848,0.409090909,0.61884654
1,10000,50,32,2,0.85,,0,0,0,0,0.112903226,0.504486736,0,0,0,0,0.147058824,0.5,0.411764706,0.352941176,0.617389962
1,10000,80,16,3,0.85,,0,0,0,0,0,0.616781798,0,0,0,0,0.117647059,0.514705882,0.447058824,0.397058824,0.616781798
1,10000,5,16,3,0.85,,0,0,0,0,0,0.614192802,0,0,0,0,0.102941176,0.5,0.444117647,0.397058824,0.614192802
1,10000,50,128,3,0.85,,0,0,0,0,0.101149425,0.506130721,0,0,0,0,0.147058824,0.5,0.414705882,0.352941176,0.607280146
1,10000,20,16,3,0.85,,0,0,0,0,0.102325581,0.499592609,0,0,0,0,0.176470588,0.514705882,0.420588235,0.338235294,0.601918191
1,10000,50,16,2,0.85,,0,0,0,0,0.101098901,0.488781798,0,0,0,0,0.176470588,0.514705882,0.420588235,0.338235294,0.589880699
1,10000,50,16,3,0.85,,0,0,0,0,0.101098901,0.488781798,0,0,0,0,0.176470588,0.514705882,0.420588235,0.338235294,0.589880699
1,10000,50,64,3,0.85,,0,0,0,0,0.098876404,0.488781798,0,0,0,0,0.191176471,0.514705882,0.417647059,0.323529412,0.587658203
1,10000,20,32,3,0.85,,0,0,0,0,0.101098901,0.486192802,0,0,0,0,0.161764706,0.5,0.417647059,0.338235294,0.587291703
1,10000,50,32,3,0.85,,0,0,0,0,0.097777778,0.488781798,0,0,0,0,0.191176471,0.514705882,0.417647059,0.323529412,0.586559576
